"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"299","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","52","Found 'DD'-anomaly for variable 'user1' (lines '52'-'52').","Controversial Rules","DataflowAnomalyAnalysis"
"300","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","52","Found 'DU'-anomaly for variable 'user1' (lines '52'-'66').","Controversial Rules","DataflowAnomalyAnalysis"
"301","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","52","Found 'DU'-anomaly for variable 'user1' (lines '52'-'66').","Controversial Rules","DataflowAnomalyAnalysis"
"302","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","3","57","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"303","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","3","62","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"304","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","9","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"305","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","13","Found 'DD'-anomaly for variable 'login' (lines '13'-'18').","Controversial Rules","DataflowAnomalyAnalysis"
"306","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","14","Local variable 'test' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"307","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","15","Found 'DD'-anomaly for variable 'validate' (lines '15'-'21').","Controversial Rules","DataflowAnomalyAnalysis"
"308","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","15","Found 'DD'-anomaly for variable 'validate' (lines '15'-'23').","Controversial Rules","DataflowAnomalyAnalysis"
"309","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","20","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"310","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","25","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"311","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","28","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"312","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","34","Found 'DD'-anomaly for variable 'login' (lines '34'-'39').","Controversial Rules","DataflowAnomalyAnalysis"
"313","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","35","Local variable 'test' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"314","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","36","Found 'DD'-anomaly for variable 'validate' (lines '36'-'42').","Controversial Rules","DataflowAnomalyAnalysis"
"315","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","36","Found 'DD'-anomaly for variable 'validate' (lines '36'-'44').","Controversial Rules","DataflowAnomalyAnalysis"
"316","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","46","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"317","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","49","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"318","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","55","Found 'DD'-anomaly for variable 'login' (lines '55'-'60').","Controversial Rules","DataflowAnomalyAnalysis"
"319","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","56","Local variable 'test' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"320","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","57","Found 'DD'-anomaly for variable 'validate' (lines '57'-'63').","Controversial Rules","DataflowAnomalyAnalysis"
"321","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","57","Found 'DD'-anomaly for variable 'validate' (lines '57'-'65').","Controversial Rules","DataflowAnomalyAnalysis"
"322","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","67","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"323","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","70","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"324","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","76","Found 'DD'-anomaly for variable 'login' (lines '76'-'81').","Controversial Rules","DataflowAnomalyAnalysis"
"325","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","77","Local variable 'test' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"326","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","78","Found 'DD'-anomaly for variable 'validate' (lines '78'-'84').","Controversial Rules","DataflowAnomalyAnalysis"
"327","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","5","78","Found 'DD'-anomaly for variable 'validate' (lines '78'-'86').","Controversial Rules","DataflowAnomalyAnalysis"
"328","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","88","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"329","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAOTest.java","3","91","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"330","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","11","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"331","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","12","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"332","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"333","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","20","Avoid excessively long variable names like cancellationReason","Naming Rules","LongVariable"
"334","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"335","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","44","Avoid really long parameter lists.","Code Size Rules","ExcessiveParameterList"
"336","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","44","Avoid unused constructor parameters such as 'reqTypeId'.","Unused Code Rules","UnusedFormalParameter"
"337","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","46","Avoid excessively long variable names like cancellationReason","Naming Rules","LongVariable"
"338","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","91","Avoid excessively long variable names like cancellationReason","Naming Rules","LongVariable"
"339","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","91","Parameter 'cancellationReason' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"340","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","91","Parameter 'statusId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"341","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","96","Parameter 'rejectionReason' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"342","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","96","Parameter 'statusid' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"343","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","101","Parameter 'completedDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"344","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","103","Local variable 'complete' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"345","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","104","Consider simply returning the value vs storing it in local variable 'complete'","Design Rules","UnnecessaryLocalBeforeReturn"
"346","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","109","Local variable 'assigned' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"347","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","110","Consider simply returning the value vs storing it in local variable 'assigned'","Design Rules","UnnecessaryLocalBeforeReturn"
"348","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","189","Avoid excessively long variable names like cancellationReason","Naming Rules","LongVariable"
"349","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","5","256","Found 'DD'-anomaly for variable 'isSame' (lines '256'-'260').","Controversial Rules","DataflowAnomalyAnalysis"
"350","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestDetails.java","3","257","Local variable 'details' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"351","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestType.java","3","4","Avoid variables with short names like id","Naming Rules","ShortVariable"
"352","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestType.java","3","7","Avoid variables with short names like id","Naming Rules","ShortVariable"
"353","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestType.java","3","21","Avoid variables with short names like id","Naming Rules","ShortVariable"
"354","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestType.java","3","21","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"355","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestType.java","3","29","Parameter 'desc' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"356","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestType.java","3","45","Parameter 'obj' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"357","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestType.java","5","47","Found 'DD'-anomaly for variable 'isSame' (lines '47'-'50').","Controversial Rules","DataflowAnomalyAnalysis"
"358","com.nttdata.infra.domain","src/com/nttdata/infra/domain/RequestType.java","3","48","Local variable 'details' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"359","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Role.java","3","4","Avoid variables with short names like id","Naming Rules","ShortVariable"
"360","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Role.java","3","7","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"361","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Role.java","3","7","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"362","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Role.java","3","15","Avoid variables with short names like id","Naming Rules","ShortVariable"
"363","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Role.java","3","15","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"364","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Role.java","3","23","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"365","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Status.java","3","6","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"366","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Status.java","3","22","Parameter 'statusId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"367","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Status.java","3","30","Parameter 'statusDesc' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"368","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Status.java","3","38","Parameter 'role' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"369","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Status.java","3","54","Parameter 'obj' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"370","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Status.java","5","56","Found 'DD'-anomaly for variable 'isSame' (lines '56'-'59').","Controversial Rules","DataflowAnomalyAnalysis"
"371","com.nttdata.infra.domain","src/com/nttdata/infra/domain/Status.java","3","57","Local variable 'sts' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"372","com.nttdata.infra.domain","src/com/nttdata/infra/domain/User.java","3","4","Avoid variables with short names like id","Naming Rules","ShortVariable"
"373","com.nttdata.infra.domain","src/com/nttdata/infra/domain/User.java","3","9","Avoid variables with short names like id","Naming Rules","ShortVariable"
"374","com.nttdata.infra.domain","src/com/nttdata/infra/domain/User.java","3","25","Avoid variables with short names like id","Naming Rules","ShortVariable"
"375","com.nttdata.infra.domain","src/com/nttdata/infra/domain/User.java","3","25","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"376","com.nttdata.infra.domain","src/com/nttdata/infra/domain/User.java","3","33","Parameter 'passwd' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"377","com.nttdata.infra.domain","src/com/nttdata/infra/domain/User.java","3","41","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"378","com.nttdata.infra.domain","src/com/nttdata/infra/domain/User.java","3","49","Parameter 'rollId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"379","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","22","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"380","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","27","The String literal 'First argument:' appears 6 times in this file; the first occurrence is on line 27","String and StringBuffer Rules","AvoidDuplicateLiterals"
"381","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","29","Local variable 'user' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"382","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","30","Found 'DD'-anomaly for variable 'login' (lines '30'-'32').","Controversial Rules","DataflowAnomalyAnalysis"
"383","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","32","Found 'DU'-anomaly for variable 'login' (lines '32'-'40').","Controversial Rules","DataflowAnomalyAnalysis"
"384","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","37","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"385","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","44","Local variable 'createSR' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"386","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","47","Found 'DU'-anomaly for variable 'result' (lines '47'-'55').","Controversial Rules","DataflowAnomalyAnalysis"
"387","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","52","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"388","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","60","Local variable 'reqDetails' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"389","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","61","Found 'DD'-anomaly for variable 'reqList' (lines '61'-'64').","Controversial Rules","DataflowAnomalyAnalysis"
"390","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","64","Found 'DU'-anomaly for variable 'reqList' (lines '64'-'79').","Controversial Rules","DataflowAnomalyAnalysis"
"391","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","76","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"392","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","86","Local variable 'reqDetails' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"393","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","88","Found 'DU'-anomaly for variable 'reqDet' (lines '88'-'97').","Controversial Rules","DataflowAnomalyAnalysis"
"394","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","93","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"395","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","103","Found 'DD'-anomaly for variable 'statusList' (lines '103'-'106').","Controversial Rules","DataflowAnomalyAnalysis"
"396","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","104","Local variable 'stsDao' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"397","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","106","Found 'DU'-anomaly for variable 'statusList' (lines '106'-'119').","Controversial Rules","DataflowAnomalyAnalysis"
"398","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","3","115","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"399","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","127","Found 'DU'-anomaly for variable 'isUpdated' (lines '127'-'135').","Controversial Rules","DataflowAnomalyAnalysis"
"400","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","138","Found 'DD'-anomaly for variable 'typeList' (lines '138'-'141').","Controversial Rules","DataflowAnomalyAnalysis"
"401","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","141","Found 'DU'-anomaly for variable 'typeList' (lines '141'-'153').","Controversial Rules","DataflowAnomalyAnalysis"
"402","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","156","Found 'DD'-anomaly for variable 'reqList' (lines '156'-'159').","Controversial Rules","DataflowAnomalyAnalysis"
"403","com.nttdata.infra.service","src/com/nttdata/infra/service/InfraSystemFacade.java","5","159","Found 'DU'-anomaly for variable 'reqList' (lines '159'-'167').","Controversial Rules","DataflowAnomalyAnalysis"
"404","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/CreateRequest.java","3","19","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"405","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/CreateRequest.java","3","22","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"406","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/CreateRequest.java","3","22","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"407","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/CreateRequest.java","3","26","Local variable 'infra' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"408","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/CreateRequest.java","3","27","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"409","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/CreateRequest.java","5","28","Found 'DD'-anomaly for variable 'requestId' (lines '28'-'53').","Controversial Rules","DataflowAnomalyAnalysis"
"410","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/CreateRequest.java","5","29","Found 'DD'-anomaly for variable 'dispatch' (lines '29'-'55').","Controversial Rules","DataflowAnomalyAnalysis"
"411","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/CreateRequest.java","3","30","Local variable 'userId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"412","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/CreateRequest.java","3","31","Local variable 'location' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"413","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/CreateRequest.java","3","32","Local variable 'cubeNo' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"414","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Login.java","3","18","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"415","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Login.java","3","21","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"416","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Login.java","3","21","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"417","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Login.java","3","24","Local variable 'userName' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"418","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Login.java","3","25","Local variable 'password' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"419","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Login.java","3","26","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"420","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Login.java","5","28","Found 'DD'-anomaly for variable 'dispatch' (lines '28'-'39').","Controversial Rules","DataflowAnomalyAnalysis"
"421","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Login.java","5","28","Found 'DD'-anomaly for variable 'dispatch' (lines '28'-'47').","Controversial Rules","DataflowAnomalyAnalysis"
"422","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Login.java","3","29","Local variable 'infra' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"423","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Login.java","5","30","Found 'DD'-anomaly for variable 'login' (lines '30'-'33').","Controversial Rules","DataflowAnomalyAnalysis"
"424","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Login.java","3","44","Local variable 'roleId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"425","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Logout.java","3","14","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"426","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Logout.java","3","17","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"427","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Logout.java","3","17","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"428","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/Logout.java","3","21","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"429","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ReqType.java","3","20","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"430","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ReqType.java","3","23","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"431","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ReqType.java","3","23","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"432","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ReqType.java","3","26","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"433","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ReqType.java","5","27","Found 'DD'-anomaly for variable 'dispatch' (lines '27'-'35').","Controversial Rules","DataflowAnomalyAnalysis"
"434","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ReqType.java","3","28","Local variable 'infra' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"435","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ReqType.java","5","29","Found 'DD'-anomaly for variable 'typeList' (lines '29'-'33').","Controversial Rules","DataflowAnomalyAnalysis"
"436","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","3","21","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"437","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","3","24","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"438","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","3","24","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"439","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","3","27","Local variable 'fac' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"440","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","3","28","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"441","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","3","29","Local variable 'role' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"442","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","5","30","Found 'DD'-anomaly for variable 'dispatch' (lines '30'-'48').","Controversial Rules","DataflowAnomalyAnalysis"
"443","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","3","32","Avoid unused local variables such as 'types'.","Unused Code Rules","UnusedLocalVariable"
"444","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","5","32","Found 'DD'-anomaly for variable 'types' (lines '32'-'35').","Controversial Rules","DataflowAnomalyAnalysis"
"445","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","5","35","Found 'DU'-anomaly for variable 'types' (lines '35'-'87').","Controversial Rules","DataflowAnomalyAnalysis"
"446","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","5","52","Found 'DD'-anomaly for variable 'reqList' (lines '52'-'54').","Controversial Rules","DataflowAnomalyAnalysis"
"447","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","5","69","Found 'DD'-anomaly for variable 'reqList' (lines '69'-'72').","Controversial Rules","DataflowAnomalyAnalysis"
"448","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/RequestList.java","3","70","Local variable 'userId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"449","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","19","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"450","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","19","The class 'SaveRequest' has a Cyclomatic Complexity of 18 (Highest = 17).","Code Size Rules","CyclomaticComplexity"
"451","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","22","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"452","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","22","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"453","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","22","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
